metabolites,possible_transformation,transformation_diff_abs,delta_mz,method_1,mz_1,rt_1,method_2,mz_2,rt_2
HILIC-pos_812-----HILIC-pos_889,Ethylation,1.28919957376e-07,28.0313,HILIC-pos,427.2696,1.74,HILIC-pos,399.2383,1.76
HILIC-pos_665-----HILIC-pos_610,Ethylation,1.28919957376e-07,28.0313,HILIC-pos,491.3738,1.69,HILIC-pos,463.3425,1.68
HILIC-pos_540-----HILIC-pos_671,Ethylation,1.28919957376e-07,28.0313,HILIC-pos,465.3584,1.66,HILIC-pos,437.3271,1.69
HILIC-pos_1538-----HILIC-pos_2923,Ethylation,1.28919957376e-07,28.0313,HILIC-pos,477.359,1.98,HILIC-pos,449.3277,5.23
HILIC-pos_1260-----HILIC-pos_1172,Ethylation,1.28919957376e-07,28.0313,HILIC-pos,455.2257,1.91,HILIC-pos,427.1944,1.85
HILIC-pos_1260-----HILIC-pos_1360,Ethylation,1.28919957376e-07,28.0313,HILIC-pos,455.2257,1.91,HILIC-pos,427.1944,1.96
HILIC-pos_4509-----HILIC-pos_544,Ethylation,1.28919957376e-07,28.0313,HILIC-pos,458.3482,7.78,HILIC-pos,430.3169,1.66
HILIC-pos_1052-----HILIC-pos_1121,Ethylation,1.28919957376e-07,28.0313,HILIC-pos,429.2488,1.81,HILIC-pos,401.2175,1.84
HILIC-pos_995-----HILIC-pos_1586,Ethylation,1.28919957376e-07,28.0313,HILIC-pos,455.2644,1.79,HILIC-pos,427.2331,1.98
HILIC-pos_1406-----HILIC-pos_1528,Ethylation,1.28919957376e-07,28.0313,HILIC-pos,440.3586,1.97,HILIC-pos,412.3273,1.98
HILIC-pos_1406-----HILIC-pos_2018,Ethylation,1.28919957376e-07,28.0313,HILIC-pos,440.3586,1.97,HILIC-pos,412.3273,2.38
HILIC-pos_560-----HILIC-pos_577,Ethylation,1.28919957376e-07,28.0313,HILIC-pos,502.338,1.67,HILIC-pos,474.3067,1.67
HILIC-pos_2599-----HILIC-pos_3030,Ethylation,1.28919957376e-07,28.0313,HILIC-pos,499.3722,3.77,HILIC-pos,471.3409,5.55
HILIC-pos_545-----HILIC-pos_669,Ethylation,1.28919957376e-07,28.0313,HILIC-pos,505.4263,1.66,HILIC-pos,477.395,1.69
HILIC-pos_4890-----HILIC-pos_4967,Ethylation,1.28919957376e-07,28.0313,HILIC-pos,538.3875,8.51,HILIC-pos,510.3562,8.64
HILIC-pos_1698-----HILIC-pos_2885,Ethylation,1.28919957376e-07,28.0313,HILIC-pos,535.4011,1.99,HILIC-pos,507.3698,5.17
HILIC-pos_2156-----HILIC-pos_1762,Ethylation,1.28919985798e-07,28.0313,HILIC-pos,213.1125,2.41,HILIC-pos,185.0812,2.0
HILIC-pos_987-----HILIC-pos_1096,Ethylation,1.28919985798e-07,28.0313,HILIC-pos,199.1331,1.79,HILIC-pos,171.1018,1.83
HILIC-pos_431-----HILIC-pos_1025,Ethylation,1.28919985798e-07,28.0313,HILIC-pos,167.1433,1.64,HILIC-pos,139.112,1.8
HILIC-pos_443-----HILIC-pos_1106,Ethylation,1.28919985798e-07,28.0313,HILIC-pos,171.1382,1.64,HILIC-pos,143.1069,1.83
HILIC-pos_2415-----trans-hydroxyproline,Ethylation,1.28919985798e-07,28.0313,HILIC-pos,160.0971,3.13,HILIC-pos,132.0658,8.92
HILIC-pos_1164-----HILIC-pos_1250,Ethylation,1.28919985798e-07,28.0313,HILIC-pos,207.1382,1.85,HILIC-pos,179.1069,1.91
HILIC-pos_2869-----trans-hydroxyproline,Ethylation,1.28919985798e-07,28.0313,HILIC-pos,160.0971,5.1,HILIC-pos,132.0658,8.92
HILIC-pos_5268-----trans-hydroxyproline,Ethylation,1.28919985798e-07,28.0313,HILIC-pos,160.0971,9.35,HILIC-pos,132.0658,8.92
HILIC-pos_1334-----HILIC-pos_1962,Ethylation,1.28919985798e-07,28.0313,HILIC-pos,201.1124,1.95,HILIC-pos,173.0811,2.38
HILIC-pos_1334-----HILIC-pos_1669,Ethylation,1.28919985798e-07,28.0313,HILIC-pos,201.1124,1.95,HILIC-pos,173.0811,1.99
HILIC-pos_1258-----HILIC-pos_1954,Ethylation,1.28919985798e-07,28.0313,HILIC-pos,197.1175,1.91,HILIC-pos,169.0862,2.38
HILIC-pos_1258-----HILIC-pos_1396,Ethylation,1.28919985798e-07,28.0313,HILIC-pos,197.1175,1.91,HILIC-pos,169.0862,1.97
HILIC-pos_473-----HILIC-pos_596,Ethylation,1.28919985798e-07,28.0313,HILIC-pos,189.164,1.65,HILIC-pos,161.1327,1.68
HILIC-pos_1683-----HILIC-pos_1794,Ethylation,1.28919985798e-07,28.0313,HILIC-pos,209.1175,1.99,HILIC-pos,181.0862,2.01
HILIC-pos_1683-----HILIC-pos_1024,Ethylation,1.28919985798e-07,28.0313,HILIC-pos,209.1175,1.99,HILIC-pos,181.0862,1.8
HILIC-pos_1683-----HILIC-pos_2022,Ethylation,1.28919985798e-07,28.0313,HILIC-pos,209.1175,1.99,HILIC-pos,181.0862,2.38
HILIC-pos_2103-----HILIC-pos_1794,Ethylation,1.28919985798e-07,28.0313,HILIC-pos,209.1175,2.39,HILIC-pos,181.0862,2.01
HILIC-pos_2103-----HILIC-pos_1024,Ethylation,1.28919985798e-07,28.0313,HILIC-pos,209.1175,2.39,HILIC-pos,181.0862,1.8
HILIC-pos_2103-----HILIC-pos_2022,Ethylation,1.28919985798e-07,28.0313,HILIC-pos,209.1175,2.39,HILIC-pos,181.0862,2.38
HILIC-pos_4506-----HILIC-pos_4766,Ethylation,1.28919985798e-07,28.0313,HILIC-pos,231.1707,7.77,HILIC-pos,203.1394,8.29
HILIC-pos_4506-----HILIC-pos_5199,Ethylation,1.28919985798e-07,28.0313,HILIC-pos,231.1707,7.77,HILIC-pos,203.1394,9.12
HILIC-pos_2605-----HILIC-pos_1872,Ethylation,1.28919985798e-07,28.0313,HILIC-pos,209.1176,3.77,HILIC-pos,181.0863,2.26
HILIC-pos_436-----HILIC-pos_526,Ethylation,1.28919985798e-07,28.0313,HILIC-pos,179.1433,1.64,HILIC-pos,151.112,1.66
HILIC-pos_1055-----HILIC-pos_1160,Ethylation,1.28919985798e-07,28.0313,HILIC-pos,185.1175,1.81,HILIC-pos,157.0862,1.85
HILIC-pos_1030-----HILIC-pos_1938,Ethylation,1.28919985798e-07,28.0313,HILIC-pos,213.1124,1.8,HILIC-pos,185.0811,2.38
HILIC-pos_543-----HILIC-pos_1160,Ethylation,1.28919985798e-07,28.0313,HILIC-pos,185.1175,1.66,HILIC-pos,157.0862,1.85
HILIC-pos_815-----HILIC-pos_1102,Ethylation,1.28919985798e-07,28.0313,HILIC-pos,249.1852,1.74,HILIC-pos,221.1539,1.83
HILIC-pos_815-----HILIC-pos_664,Ethylation,1.28919985798e-07,28.0313,HILIC-pos,249.1852,1.74,HILIC-pos,221.1539,1.69
HILIC-pos_5490-----HILIC-pos_1991,Ethylation,1.28919985798e-07,28.0313,HILIC-pos,262.1652,9.72,HILIC-pos,234.1339,2.38
HILIC-pos_802-----HILIC-pos_907,Ethylation,1.28919985798e-07,28.0313,HILIC-pos,241.1801,1.73,HILIC-pos,213.1488,1.77
HILIC-pos_1158-----HILIC-pos_1264,Ethylation,1.28919985798e-07,28.0313,HILIC-pos,243.1594,1.85,HILIC-pos,215.1281,1.91
HILIC-pos_755-----HILIC-pos_752,Ethylation,1.28919985798e-07,28.0313,HILIC-pos,257.2266,1.71,HILIC-pos,229.1953,1.71
HILIC-pos_1661-----HILIC-pos_2086,Ethylation,1.28919985798e-07,28.0313,HILIC-pos,255.1593,1.99,HILIC-pos,227.128,2.39
HILIC-pos_1661-----HILIC-pos_1760,Ethylation,1.28919985798e-07,28.0313,HILIC-pos,255.1593,1.99,HILIC-pos,227.128,2.0
HILIC-pos_2479-----HILIC-pos_1201,Ethylation,1.28919985798e-07,28.0313,HILIC-pos,257.175,3.37,HILIC-pos,229.1437,1.88
HILIC-pos_1416-----HILIC-pos_1661,Ethylation,1.28919985798e-07,28.0313,HILIC-pos,283.1906,1.97,HILIC-pos,255.1593,1.99
HILIC-pos_1416-----HILIC-pos_1928,Ethylation,1.28919985798e-07,28.0313,HILIC-pos,283.1906,1.97,HILIC-pos,255.1593,2.37
HILIC-pos_1928-----HILIC-pos_2086,Ethylation,1.28919985798e-07,28.0313,HILIC-pos,255.1593,2.37,HILIC-pos,227.128,2.39
HILIC-pos_1928-----HILIC-pos_1760,Ethylation,1.28919985798e-07,28.0313,HILIC-pos,255.1593,2.37,HILIC-pos,227.128,2.0
HILIC-pos_393-----HILIC-pos_492,Ethylation,1.28919985798e-07,28.0313,HILIC-pos,255.2321,1.63,HILIC-pos,227.2008,1.65
HILIC-pos_776-----HILIC-pos_728,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,203.1797,1.72,HILIC-pos,175.1484,1.71
HILIC-pos_5479-----HILIC-pos_4616,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,172.1334,9.69,HILIC-pos,144.1021,8.04
HILIC-pos_5479-----HILIC-pos_5539,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,172.1334,9.69,HILIC-pos,144.1021,10.1
HILIC-pos_1205-----HILIC-pos_1674,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,211.1332,1.88,HILIC-pos,183.1019,1.99
HILIC-pos_1205-----HILIC-pos_1987,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,211.1332,1.88,HILIC-pos,183.1019,2.38
HILIC-pos_354-----HILIC-pos_1963,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,165.0912,1.62,HILIC-pos,137.0599,2.38
HILIC-pos_989-----HILIC-pos_1097,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,217.1437,1.79,HILIC-pos,189.1124,1.83
HILIC-pos_4663-----HILIC-pos_5511,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,184.0736,8.12,HILIC-pos,156.0423,9.86
HILIC-pos_1250-----HILIC-pos_1958,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,179.1069,1.91,HILIC-pos,151.0756,2.38
HILIC-pos_1250-----HILIC-pos_1399,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,179.1069,1.91,HILIC-pos,151.0756,1.97
HILIC-pos_408-----HILIC-pos_1011,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,181.1589,1.64,HILIC-pos,153.1276,1.8
HILIC-pos_408-----HILIC-pos_440,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,181.1589,1.64,HILIC-pos,153.1276,1.64
HILIC-pos_1136-----HILIC-pos_1746,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,223.1332,1.84,HILIC-pos,195.1019,1.99
HILIC-pos_1136-----HILIC-pos_2010,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,223.1332,1.84,HILIC-pos,195.1019,2.38
HILIC-pos_1962-----HILIC-pos_5478,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,173.0811,2.38,HILIC-pos,145.0498,9.69
HILIC-pos_1669-----HILIC-pos_5478,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,173.0811,1.99,HILIC-pos,145.0498,9.69
HILIC-pos_1160-----HILIC-pos_1269,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,157.0862,1.85,HILIC-pos,129.0549,1.91
HILIC-pos_1201-----HILIC-pos_1334,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,229.1437,1.88,HILIC-pos,201.1124,1.95
HILIC-pos_4549-----HILIC-pos_5511,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,184.0736,7.91,HILIC-pos,156.0423,9.86
HILIC-pos_4370-----HILIC-pos_5511,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,184.0736,7.56,HILIC-pos,156.0423,9.86
HILIC-pos_1957-----HILIC-pos_1966,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,187.0967,2.38,HILIC-pos,159.0654,2.38
HILIC-pos_1957-----HILIC-pos_1732,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,187.0967,2.38,HILIC-pos,159.0654,1.99
HILIC-pos_1264-----HILIC-pos_1395,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,215.1281,1.91,HILIC-pos,187.0968,1.97
HILIC-pos_907-----HILIC-pos_1055,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,213.1488,1.77,HILIC-pos,185.1175,1.81
HILIC-pos_907-----HILIC-pos_543,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,213.1488,1.77,HILIC-pos,185.1175,1.66
HILIC-pos_4939-----HILIC-pos_4840,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,176.1283,8.58,HILIC-pos,148.097,8.43
HILIC-pos_1171-----HILIC-pos_1273,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,175.0967,1.85,HILIC-pos,147.0654,1.91
phenylalanine-----HILIC-pos_5494,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,166.0865,7.76,HILIC-pos,138.0552,9.76
HILIC-pos_1746-----HILIC-pos_1672,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,195.1019,1.99,HILIC-pos,167.0706,1.99
HILIC-pos_2010-----HILIC-pos_1672,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,195.1019,2.38,HILIC-pos,167.0706,1.99
HILIC-pos_5545-----HILIC-pos_2349,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,158.1178,10.13,HILIC-pos,130.0865,2.88
HILIC-pos_4766-----HILIC-pos_5269,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,203.1394,8.29,HILIC-pos,175.1081,9.35
HILIC-pos_5199-----HILIC-pos_5269,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,203.1394,9.12,HILIC-pos,175.1081,9.35
HILIC-pos_2137-----HILIC-pos_1941,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,177.0913,2.39,HILIC-pos,149.06,2.38
HILIC-pos_2137-----HILIC-pos_1767,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,177.0913,2.39,HILIC-pos,149.06,2.0
HILIC-pos_1763-----HILIC-pos_1941,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,177.0913,2.0,HILIC-pos,149.06,2.38
HILIC-pos_1763-----HILIC-pos_1767,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,177.0913,2.0,HILIC-pos,149.06,2.0
HILIC-pos_1402-----HILIC-pos_1683,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,237.1488,1.97,HILIC-pos,209.1175,1.99
HILIC-pos_1402-----HILIC-pos_2103,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,237.1488,1.97,HILIC-pos,209.1175,2.39
HILIC-pos_954-----HILIC-pos_1683,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,237.1488,1.79,HILIC-pos,209.1175,1.99
HILIC-pos_954-----HILIC-pos_2103,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,237.1488,1.79,HILIC-pos,209.1175,2.39
HILIC-pos_1050-----HILIC-pos_1171,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,203.128,1.81,HILIC-pos,175.0967,1.85
HILIC-pos_1102-----HILIC-pos_1219,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,221.1539,1.83,HILIC-pos,193.1226,1.88
HILIC-pos_664-----HILIC-pos_1219,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,221.1539,1.69,HILIC-pos,193.1226,1.88
HILIC-pos_1161-----HILIC-pos_1258,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,225.1488,1.85,HILIC-pos,197.1175,1.91
HILIC-pos_2075-----HILIC-pos_2263,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,237.1487,2.38,HILIC-pos,209.1174,2.63
HILIC-pos_503-----HILIC-pos_466,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,235.206,1.65,HILIC-pos,207.1747,1.65
HILIC-pos_1096-----HILIC-pos_1215,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,171.1018,1.83,HILIC-pos,143.0705,1.88
HILIC-pos_918-----HILIC-pos_1004,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,251.1281,1.77,HILIC-pos,223.0968,1.8
HILIC-pos_2590-----HILIC-pos_2842,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,267.1805,3.74,HILIC-pos,239.1492,4.93
HILIC-pos_826-----HILIC-pos_1100,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,267.1957,1.74,HILIC-pos,239.1644,1.83
HILIC-pos_5504-----HILIC-pos_1943,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,248.1495,9.85,HILIC-pos,220.1182,2.38
HILIC-pos_5504-----HILIC-pos_2388,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,248.1495,9.85,HILIC-pos,220.1182,3.04
HILIC-pos_2454-----HILIC-pos_2709,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,281.1962,3.24,HILIC-pos,253.1649,4.29
HILIC-pos_401-----HILIC-pos_498,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,281.2478,1.64,HILIC-pos,253.2165,1.65
HILIC-pos_660-----HILIC-pos_815,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,277.2165,1.69,HILIC-pos,249.1852,1.74
HILIC-pos_1147-----HILIC-pos_1699,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,244.191,1.85,HILIC-pos,216.1597,1.99
HILIC-pos_2028-----HILIC-pos_1699,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,244.191,2.38,HILIC-pos,216.1597,1.99
HILIC-pos_864-----HILIC-pos_1402,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,265.1801,1.75,HILIC-pos,237.1488,1.97
HILIC-pos_864-----HILIC-pos_954,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,265.1801,1.75,HILIC-pos,237.1488,1.79
2-methylbutyroylcarnitine-----HILIC-pos_956,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,246.1702,8.74,HILIC-pos,218.1389,1.79
2-methylbutyroylcarnitine-----propionylcarnitine,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,246.1702,8.74,HILIC-pos,218.1389,9.31
HILIC-pos_1503-----HILIC-pos_1761,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,273.1699,1.98,HILIC-pos,245.1386,2.0
HILIC-pos_1503-----HILIC-pos_2009,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,273.1699,1.98,HILIC-pos,245.1386,2.38
HILIC-pos_1351-----HILIC-pos_2206,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,270.2066,1.95,HILIC-pos,242.1753,2.5
HILIC-pos_1516-----HILIC-pos_2020,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,253.1437,1.98,HILIC-pos,225.1124,2.38
HILIC-pos_1986-----HILIC-pos_1943,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,248.1495,2.38,HILIC-pos,220.1182,2.38
HILIC-pos_1986-----HILIC-pos_2388,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,248.1495,2.38,HILIC-pos,220.1182,3.04
HILIC-pos_463-----HILIC-pos_659,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,251.2008,1.65,HILIC-pos,223.1695,1.69
HILIC-pos_1761-----HILIC-pos_1801,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,245.1386,2.0,HILIC-pos,217.1073,2.02
HILIC-pos_2009-----HILIC-pos_1801,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,245.1386,2.38,HILIC-pos,217.1073,2.02
HILIC-pos_985-----HILIC-pos_2479,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,285.2063,1.79,HILIC-pos,257.175,3.37
HILIC-pos_1033-----HILIC-pos_1030,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,241.1437,1.81,HILIC-pos,213.1124,1.8
HILIC-pos_1419-----HILIC-pos_1004,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,251.1281,1.97,HILIC-pos,223.0968,1.8
HILIC-pos_2596-----HILIC-pos_1004,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,251.1281,3.76,HILIC-pos,223.0968,1.8
HILIC-pos_4671-----HILIC-pos_2938,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,247.1444,8.14,HILIC-pos,219.1131,5.25
HILIC-pos_1053-----HILIC-pos_1159,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,289.2011,1.81,HILIC-pos,261.1698,1.85
HILIC-pos_774-----HILIC-pos_449,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,293.2478,1.72,HILIC-pos,265.2165,1.64
HILIC-pos_1510-----HILIC-pos_2011,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,271.1543,1.98,HILIC-pos,243.123,2.38
HILIC-pos_1510-----HILIC-pos_1745,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,271.1543,1.98,HILIC-pos,243.123,1.99
HILIC-pos_2136-----HILIC-pos_1673,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,329.1499,2.39,HILIC-pos,301.1186,1.99
HILIC-pos_2136-----HILIC-pos_2093,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,329.1499,2.39,HILIC-pos,301.1186,2.39
HILIC-pos_2347-----HILIC-pos_2615,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,370.2804,2.87,HILIC-pos,342.2491,3.79
HILIC-pos_533-----HILIC-pos_808,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,291.2321,1.66,HILIC-pos,263.2008,1.73
HILIC-pos_681-----HILIC-pos_660,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,305.2478,1.69,HILIC-pos,277.2165,1.69
HILIC-pos_3942-----HILIC-pos_4074,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,302.2152,6.94,HILIC-pos,274.1839,7.06
HILIC-pos_3284-----HILIC-pos_3234,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,312.1305,6.13,HILIC-pos,284.0992,6.04
HILIC-pos_4689-----HILIC-pos_4849,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,312.2172,8.16,HILIC-pos,284.1859,8.45
HILIC-pos_1313-----HILIC-pos_1416,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,311.2219,1.93,HILIC-pos,283.1906,1.97
HILIC-pos_1224-----HILIC-pos_1503,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,301.2012,1.89,HILIC-pos,273.1699,1.98
HILIC-pos_4560-----HILIC-pos_4689,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,340.2485,7.93,HILIC-pos,312.2172,8.16
HILIC-pos_2158-----HILIC-pos_2848,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,258.1703,2.41,HILIC-pos,230.139,4.97
HILIC-pos_1415-----HILIC-pos_1503,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,301.2012,1.97,HILIC-pos,273.1699,1.98
HILIC-pos_1929-----HILIC-pos_2089,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,336.2383,2.37,HILIC-pos,308.207,2.39
HILIC-pos_1078-----HILIC-pos_860,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,343.2482,1.82,HILIC-pos,315.2169,1.75
HILIC-pos_1078-----HILIC-pos_1183,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,343.2482,1.82,HILIC-pos,315.2169,1.87
decanoylcarnitine-----octanoylcarnitine,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,316.2485,8.05,HILIC-pos,288.2172,8.27
HILIC-pos_3756-----HILIC-pos_3822,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,332.3162,6.73,HILIC-pos,304.2849,6.81
HILIC-pos_4460-----HILIC-pos_4529,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,358.2955,7.73,HILIC-pos,330.2642,7.84
HILIC-pos_4460-----HILIC-pos_4572,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,358.2955,7.73,HILIC-pos,330.2642,7.96
palmitoylcarnitine-----myristoylcarnitine,Ethylation,1.2892001422e-07,28.0313,HILIC-pos,400.3426,7.6,HILIC-pos,372.3113,7.71
