metabolites,possible_transformation,transformation_diff_abs,delta_mz,method_1,mz_1,rt_1,method_2,mz_2,rt_2
C8-pos_cmp.QI2319-----C18:1_LPE_C8-pos,Ethylation,1.28919957376e-07,28.0313,C8-pos,508.3398,4.87,C8-pos,480.3085,5.01
C8-pos_cmp.QI2246-----C8-pos_cmp.QI2043,Ethylation,1.28919957376e-07,28.0313,C8-pos,497.7891,9.27,C8-pos,469.7578,8.49
C8-pos_cmp.QI2445-----C8-pos_cmp.QI2232,Ethylation,1.28919957376e-07,28.0313,C8-pos,524.3387,5.4,C8-pos,496.3074,9.33
C8-pos_cmp.QI2395-----C8-pos_cmp.QI2189,Ethylation,1.28919957376e-07,28.0313,C8-pos,518.3218,4.71,C8-pos,490.2905,4.34
C8-pos_cmp.QI2395-----C8-pos_cmp.QI2190,Ethylation,1.28919957376e-07,28.0313,C8-pos,518.3218,4.71,C8-pos,490.2905,4.25
C8-pos_cmp.QI586-----C8-pos_cmp.QI450,Ethylation,1.28919985798e-07,28.0313,C8-pos,251.1277,3.48,C8-pos,223.0964,4.05
C8-pos_cmp.QI619-----C8-pos_cmp.QI480,Ethylation,1.28919985798e-07,28.0313,C8-pos,257.2262,12.15,C8-pos,229.1949,11.83
C8-pos_cmp.QI620-----C8-pos_cmp.QI480,Ethylation,1.28919985798e-07,28.0313,C8-pos,257.2262,11.83,C8-pos,229.1949,11.83
C8-pos_cmp.QI723-----C8-pos_cmp.QI582,Ethylation,1.28919985798e-07,28.0313,C8-pos,278.209,3.86,C8-pos,250.1777,5.61
C8-pos_cmp.QI729-----C8-pos_cmp.QI588,Ethylation,1.28919985798e-07,28.0313,C8-pos,279.2316,4.32,C8-pos,251.2003,4.09
C8-pos_cmp.QI540-----C8-pos_cmp.QI392,Ethylation,1.2892001422e-07,28.0313,C8-pos,242.2842,3.88,C8-pos,214.2529,4.09
C8-pos_cmp.QI557-----C8-pos_cmp.QI416,Ethylation,1.2892001422e-07,28.0313,C8-pos,245.1145,3.33,C8-pos,217.0832,3.73
C8-pos_cmp.QI550-----C8-pos_cmp.QI395,Ethylation,1.2892001422e-07,28.0313,C8-pos,243.2106,12.15,C8-pos,215.1793,11.84
C8-pos_cmp.QI549-----C8-pos_cmp.QI395,Ethylation,1.2892001422e-07,28.0313,C8-pos,243.2106,11.83,C8-pos,215.1793,11.84
C8-pos_cmp.QI567-----C8-pos_cmp.QI433,Ethylation,1.2892001422e-07,28.0313,C8-pos,247.2419,11.83,C8-pos,219.2106,11.83
C8-pos_cmp.QI582-----C8-pos_cmp.QI442,Ethylation,1.2892001422e-07,28.0313,C8-pos,250.1777,5.61,C8-pos,222.1464,3.22
C8-pos_cmp.QI858-----C8-pos_cmp.QI669,Ethylation,1.2892001422e-07,28.0313,C8-pos,297.2421,3.91,C8-pos,269.2108,3.83
C8-pos_cmp.QI831-----C8-pos_cmp.QI653,Ethylation,1.2892001422e-07,28.0313,C8-pos,294.2402,4.46,C8-pos,266.2089,4.08
C8-pos_cmp.QI863-----C8-pos_cmp.QI673,Ethylation,1.2892001422e-07,28.0313,C8-pos,297.2786,5.55,C8-pos,269.2473,4.8
C8-pos_cmp.QI862-----C8-pos_cmp.QI673,Ethylation,1.2892001422e-07,28.0313,C8-pos,297.2786,5.16,C8-pos,269.2473,4.8
C8-pos_cmp.QI826-----C8-pos_cmp.QI649,Ethylation,1.2892001422e-07,28.0313,C8-pos,294.2039,3.65,C8-pos,266.1726,3.59
C8-pos_cmp.QI826-----C8-pos_cmp.QI650,Ethylation,1.2892001422e-07,28.0313,C8-pos,294.2039,3.65,C8-pos,266.1726,3.33
C8-pos_cmp.QI783-----C8-pos_cmp.QI631,Ethylation,1.2892001422e-07,28.0313,C8-pos,287.2731,11.82,C8-pos,259.2418,12.16
C8-pos_cmp.QI784-----C8-pos_cmp.QI632,Ethylation,1.2892001422e-07,28.0313,C8-pos,287.2732,12.14,C8-pos,259.2419,11.83
C8-pos_cmp.QI947-----C8-pos_cmp.QI744,Ethylation,1.2892001422e-07,28.0313,C8-pos,310.2011,3.14,C8-pos,282.1698,3.76
C8-pos_cmp.QI948-----C8-pos_cmp.QI744,Ethylation,1.2892001422e-07,28.0313,C8-pos,310.2011,3.24,C8-pos,282.1698,3.76
C8-pos_cmp.QI931-----C8-pos_cmp.QI733,Ethylation,1.2892001422e-07,28.0313,C8-pos,308.2195,3.98,C8-pos,280.1882,3.52
C8-pos_cmp.QI1051-----C8-pos_cmp.QI831,Ethylation,1.2892001422e-07,28.0313,C8-pos,322.2715,4.24,C8-pos,294.2402,4.46
C14:1_MAG-----C8-pos_cmp.QI838,Ethylation,1.2892001422e-07,28.0313,C8-pos,323.2192,4.52,C8-pos,295.1879,4.2
C8-pos_cmp.QI885-----C8-pos_cmp.QI690,Ethylation,1.2892001422e-07,28.0313,C8-pos,299.2578,4.72,C8-pos,271.2265,4.13
C8-pos_cmp.QI988-----C8-pos_cmp.QI767,Ethylation,1.2892001422e-07,28.0313,C8-pos,313.2736,4.96,C8-pos,285.2423,4.13
C8-pos_cmp.QI988-----C8-pos_cmp.QI768,Ethylation,1.2892001422e-07,28.0313,C8-pos,313.2736,4.96,C8-pos,285.2423,4.44
C8-pos_cmp.QI987-----C8-pos_cmp.QI767,Ethylation,1.2892001422e-07,28.0313,C8-pos,313.2736,4.51,C8-pos,285.2423,4.13
C8-pos_cmp.QI987-----C8-pos_cmp.QI768,Ethylation,1.2892001422e-07,28.0313,C8-pos,313.2736,4.51,C8-pos,285.2423,4.44
C8-pos_cmp.QI1027-----C8-pos_cmp.QI797,Ethylation,1.2892001422e-07,28.0313,C8-pos,317.1722,3.78,C8-pos,289.1409,3.51
C8-pos_cmp.QI1098-----C8-pos_cmp.QI898,Ethylation,1.2892001422e-07,28.0313,C8-pos,330.2637,3.74,C8-pos,302.2324,3.42
C8-pos_cmp.QI1099-----C8-pos_cmp.QI898,Ethylation,1.2892001422e-07,28.0313,C8-pos,330.2637,4.16,C8-pos,302.2324,3.42
C8-pos_cmp.QI1112-----C8-pos_cmp.QI915,Ethylation,1.2892001422e-07,28.0313,C8-pos,332.331,4.17,C8-pos,304.2997,3.93
C8-pos_cmp.QI990-----C8-pos_cmp.QI771,Ethylation,1.2892001422e-07,28.0313,C8-pos,314.2324,3.53,C8-pos,286.2011,3.0
C8-pos_cmp.QI1093-----C8-pos_cmp.QI894,Ethylation,1.2892001422e-07,28.0313,C8-pos,329.2425,6.24,C8-pos,301.2112,5.57
C8-pos_cmp.QI1171-----C8-pos_cmp.QI988,Ethylation,1.2892001422e-07,28.0313,C8-pos,341.3049,5.43,C8-pos,313.2736,4.96
C8-pos_cmp.QI1171-----C8-pos_cmp.QI987,Ethylation,1.2892001422e-07,28.0313,C8-pos,341.3049,5.43,C8-pos,313.2736,4.51
C8-pos_cmp.QI1204-----C8-pos_cmp.QI1046,Ethylation,1.2892001422e-07,28.0313,C8-pos,349.2947,4.47,C8-pos,321.2634,4.08
C8-pos_cmp.QI1169-----C8-pos_cmp.QI980,Ethylation,1.2892001422e-07,28.0313,C8-pos,341.2661,4.73,C8-pos,313.2348,4.17
C8-pos_cmp.QI1169-----C8-pos_cmp.QI979,Ethylation,1.2892001422e-07,28.0313,C8-pos,341.2661,4.73,C8-pos,313.2348,4.25
C8-pos_cmp.QI1179-----C8-pos_cmp.QI1003,Ethylation,1.2892001422e-07,28.0313,C8-pos,343.1878,3.67,C8-pos,315.1565,3.92
C8-pos_cmp.QI1154-----C8-pos_cmp.QI957,Ethylation,1.2892001422e-07,28.0313,C8-pos,339.2141,3.77,C8-pos,311.1828,3.51
C8-pos_cmp.QI1069-----C8-pos_cmp.QI856,Ethylation,1.2892001422e-07,28.0313,C8-pos,325.2348,4.64,C8-pos,297.2035,4.2
C8-pos_cmp.QI1157-----C8-pos_cmp.QI961,Ethylation,1.2892001422e-07,28.0313,C8-pos,339.2869,5.62,C8-pos,311.2556,13.37
C8-pos_cmp.QI1157-----C8-pos_cmp.QI963,Ethylation,1.2892001422e-07,28.0313,C8-pos,339.2869,5.62,C8-pos,311.2556,13.48
C8-pos_cmp.QI1157-----C8-pos_cmp.QI964,Ethylation,1.2892001422e-07,28.0313,C8-pos,339.2869,5.62,C8-pos,311.2556,13.65
C8-pos_cmp.QI1157-----C8-pos_cmp.QI962,Ethylation,1.2892001422e-07,28.0313,C8-pos,339.2869,5.62,C8-pos,311.2556,13.13
C8-pos_cmp.QI1293-----C8-pos_cmp.QI1125,Ethylation,1.2892001422e-07,28.0313,C8-pos,363.2505,4.28,C8-pos,335.2192,3.99
C8-pos_cmp.QI1117-----C8-pos_cmp.QI918,Ethylation,1.2892001422e-07,28.0313,C8-pos,333.2998,5.53,C8-pos,305.2685,4.47
C8-pos_cmp.QI1185-----C8-pos_cmp.QI1015,Ethylation,1.2892001422e-07,28.0313,C8-pos,344.2794,3.89,C8-pos,316.2481,3.65
C8-pos_cmp.QI1119-----C8-pos_cmp.QI918,Ethylation,1.2892001422e-07,28.0313,C8-pos,333.2998,5.69,C8-pos,305.2685,4.47
C8-pos_cmp.QI1118-----C8-pos_cmp.QI918,Ethylation,1.2892001422e-07,28.0313,C8-pos,333.2998,9.93,C8-pos,305.2685,4.47
C8-pos_cmp.QI1144-----C8-pos_cmp.QI950,Ethylation,1.2892001422e-07,28.0313,C8-pos,338.2665,3.9,C8-pos,310.2352,3.86
C8-pos_cmp.QI1312-----C8-pos_cmp.QI1141,Ethylation,1.2892001422e-07,28.0313,C8-pos,365.3025,5.65,C8-pos,337.2712,5.61
C8-pos_cmp.QI1336-----C8-pos_cmp.QI1155,Ethylation,1.2892001422e-07,28.0313,C8-pos,367.2455,3.87,C8-pos,339.2142,4.13
C8-pos_cmp.QI1128-----C8-pos_cmp.QI926,Ethylation,1.2892001422e-07,28.0313,C8-pos,335.279,4.26,C8-pos,307.2477,3.84
C8-pos_cmp.QI1255-----C8-pos_cmp.QI1086,Ethylation,1.2892001422e-07,28.0313,C8-pos,356.2794,3.9,C8-pos,328.2481,3.65
C8-pos_cmp.QI1467-----C8-pos_cmp.QI1261,Ethylation,1.2892001422e-07,28.0313,C8-pos,385.2347,10.43,C8-pos,357.2034,3.53
C8-pos_cmp.QI1465-----C8-pos_cmp.QI1261,Ethylation,1.2892001422e-07,28.0313,C8-pos,385.2347,12.91,C8-pos,357.2034,3.53
C8-pos_cmp.QI1482-----C8-pos_cmp.QI1272,Ethylation,1.2892001422e-07,28.0313,C8-pos,386.2899,3.85,C8-pos,358.2586,3.57
C8-pos_cmp.QI1359-----C8-pos_cmp.QI1174,Ethylation,1.2892001422e-07,28.0313,C8-pos,370.2951,4.02,C8-pos,342.2638,3.79
C8-pos_cmp.QI1283-----C8-pos_cmp.QI1116,Ethylation,1.2892001422e-07,28.0313,C8-pos,361.331,5.62,C8-pos,333.2997,5.01
C8-pos_cmp.QI1411-----C8-pos_cmp.QI1204,Ethylation,1.2892001422e-07,28.0313,C8-pos,377.326,13.63,C8-pos,349.2947,4.47
C8-pos_cmp.QI1412-----C8-pos_cmp.QI1204,Ethylation,1.2892001422e-07,28.0313,C8-pos,377.326,5.51,C8-pos,349.2947,4.47
C8-pos_cmp.QI1480-----C8-pos_cmp.QI1267,Ethylation,1.2892001422e-07,28.0313,C8-pos,385.7817,8.65,C8-pos,357.7504,7.65
C8-pos_cmp.QI1474-----C8-pos_cmp.QI1262,Ethylation,1.2892001422e-07,28.0313,C8-pos,385.28,8.65,C8-pos,357.2487,7.64
C8-pos_cmp.QI1413-----C8-pos_cmp.QI1204,Ethylation,1.2892001422e-07,28.0313,C8-pos,377.326,6.94,C8-pos,349.2947,4.47
C8-pos_cmp.QI1414-----C8-pos_cmp.QI1204,Ethylation,1.2892001422e-07,28.0313,C8-pos,377.326,4.78,C8-pos,349.2947,4.47
C8-pos_cmp.QI1522-----C8-pos_cmp.QI1324,Ethylation,1.2892001422e-07,28.0313,C8-pos,394.3526,5.01,C8-pos,366.3213,4.48
C8-pos_cmp.QI1549-----C8-pos_cmp.QI1359,Ethylation,1.2892001422e-07,28.0313,C8-pos,398.3264,4.29,C8-pos,370.2951,4.02
C8-pos_cmp.QI1626-----C8-pos_cmp.QI1471,Ethylation,1.2892001422e-07,28.0313,C8-pos,413.2661,5.99,C8-pos,385.2348,12.71
C8-pos_cmp.QI1626-----C8-pos_cmp.QI1470,Ethylation,1.2892001422e-07,28.0313,C8-pos,413.2661,5.99,C8-pos,385.2348,13.2
C8-pos_cmp.QI1626-----C8-pos_cmp.QI1469,Ethylation,1.2892001422e-07,28.0313,C8-pos,413.2661,5.99,C8-pos,385.2348,13.68
C8-pos_cmp.QI1626-----C8-pos_cmp.QI1468,Ethylation,1.2892001422e-07,28.0313,C8-pos,413.2661,5.99,C8-pos,385.2348,10.48
C8-pos_cmp.QI1686-----C8-pos_cmp.QI1522,Ethylation,1.2892001422e-07,28.0313,C8-pos,422.3839,5.62,C8-pos,394.3526,5.01
C8-pos_cmp.QI1701-----C8-pos_cmp.QI1531,Ethylation,1.2892001422e-07,28.0313,C8-pos,424.3419,4.41,C8-pos,396.3106,4.09
C8-pos_cmp.QI1729-----C8-pos_cmp.QI1557,Ethylation,1.2892001422e-07,28.0313,C8-pos,427.3394,5.62,C8-pos,399.3081,13.53
C8-pos_cmp.QI1746-----C8-pos_cmp.QI1570,Ethylation,1.2892001422e-07,28.0313,C8-pos,429.3726,7.19,C8-pos,401.3413,5.94
C8-pos_cmp.QI1745-----C8-pos_cmp.QI1570,Ethylation,1.2892001422e-07,28.0313,C8-pos,429.3726,7.42,C8-pos,401.3413,5.94
C8-pos_cmp.QI1935-----C8-pos_cmp.QI1723,Ethylation,1.2892001422e-07,28.0313,C8-pos,454.3888,5.19,C8-pos,426.3575,4.71
C8-pos_cmp.QI1879-----C8-pos_cmp.QI1663,Ethylation,1.2892001422e-07,28.0313,C8-pos,447.3468,7.33,C8-pos,419.3155,7.35
C8-pos_cmp.QI2020-----C8-pos_cmp.QI1824,Ethylation,1.2892001422e-07,28.0313,C8-pos,466.3292,5.76,C8-pos,438.2979,5.16
C8-pos_cmp.QI2055-----C8-pos_cmp.QI1855,Ethylation,1.2892001422e-07,28.0313,C8-pos,471.3656,5.62,C8-pos,443.3343,13.55
C8-pos_cmp.QI2055-----C8-pos_cmp.QI1856,Ethylation,1.2892001422e-07,28.0313,C8-pos,471.3656,5.62,C8-pos,443.3343,12.85
C8-pos_cmp.QI2253-----C8-pos_cmp.QI2049,Ethylation,1.2892001422e-07,28.0313,C8-pos,498.8249,9.99,C8-pos,470.7936,9.12
C20:0_LPE-----C18:0_LPE,Ethylation,1.2892001422e-07,28.0313,C8-pos,510.3556,5.11,C8-pos,482.3243,5.41
C8-pos_cmp.QI2241-----C8-pos_cmp.QI2031,Ethylation,1.2892001422e-07,28.0313,C8-pos,497.283,9.06,C8-pos,469.2517,8.09
C18:1_LPC_C8-pos-----C16:1_LPC_C8-pos,Ethylation,1.2892001422e-07,28.0313,C8-pos,522.3555,5.01,C8-pos,494.3242,4.49
C8-pos_cmp.QI2613-----C8-pos_cmp.QI2395,Ethylation,1.2892001422e-07,28.0313,C8-pos,546.3531,5.26,C8-pos,518.3218,4.71
C8-pos_cmp.QI2615-----C8-pos_cmp.QI2396,Ethylation,1.2892001422e-07,28.0313,C8-pos,546.3557,4.88,C8-pos,518.3244,4.4
C8-pos_cmp.QI2575-----C8-pos_cmp.QI2350,Ethylation,1.2892001422e-07,28.0313,C8-pos,540.4988,7.44,C8-pos,512.4675,6.86
C8-pos_cmp.QI2864-----C8-pos_cmp.QI2599,Ethylation,1.2892001422e-07,28.0313,C8-pos,572.3687,5.55,C8-pos,544.3374,5.01
C8-pos_cmp.QI2658-----C18:1_LPC_C8-pos,Ethylation,1.2892001422e-07,28.0313,C8-pos,550.3868,5.54,C8-pos,522.3555,5.01
C8-pos_cmp.QI2916-----C8-pos_cmp.QI2640,Ethylation,1.2892001422e-07,28.0313,C8-pos,577.5189,12.17,C8-pos,549.4876,11.82
C8-pos_cmp.QI2820-----C8-pos_cmp.QI2568,Ethylation,1.2892001422e-07,28.0313,C8-pos,568.3374,4.88,C8-pos,540.3061,4.31
C8-pos_cmp.QI2745-----C8-pos_cmp.QI2515,Ethylation,1.2892001422e-07,28.0313,C8-pos,560.5013,8.29,C8-pos,532.47,7.79
C8-pos_cmp.QI2640-----C8-pos_cmp.QI2421,Ethylation,1.2892001422e-07,28.0313,C8-pos,549.4876,11.82,C8-pos,521.4563,11.49
C8-pos_cmp.QI2901-----C8-pos_cmp.QI2619,Ethylation,1.2892001422e-07,28.0313,C8-pos,575.5032,11.81,C8-pos,547.4719,11.56
C8-pos_cmp.QI2929-----C8-pos_cmp.QI2670,Ethylation,1.2892001422e-07,28.0313,C8-pos,579.5347,12.42,C8-pos,551.5034,12.34
C8-pos_cmp.QI2929-----C8-pos_cmp.QI2669,Ethylation,1.2892001422e-07,28.0313,C8-pos,579.5347,12.42,C8-pos,551.5034,12.07
C8-pos_cmp.QI2922-----C8-pos_cmp.QI2658,Ethylation,1.2892001422e-07,28.0313,C8-pos,578.4181,6.17,C8-pos,550.3868,5.54
C8-pos_cmp.QI2915-----C8-pos_cmp.QI2640,Ethylation,1.2892001422e-07,28.0313,C8-pos,577.5189,11.91,C8-pos,549.4876,11.82
C32:0_DAG-----C30:0_DAG,Ethylation,1.2892001422e-07,28.0313,C8-pos,591.4958,9.11,C8-pos,563.4645,8.65
C8-pos_cmp.QI3296-----C8-pos_cmp.QI2986,Ethylation,1.2892001422e-07,28.0313,C8-pos,614.3402,5.4,C8-pos,586.3089,4.83
C8-pos_cmp.QI3297-----C8-pos_cmp.QI2987,Ethylation,1.2892001422e-07,28.0313,C8-pos,614.3403,5.26,C8-pos,586.309,4.71
C8-pos_cmp.QI3194-----C8-pos_cmp.QI2902,Ethylation,1.2892001422e-07,28.0313,C8-pos,603.5346,12.26,C8-pos,575.5033,8.09
C8-pos_cmp.QI3194-----C8-pos_cmp.QI2903,Ethylation,1.2892001422e-07,28.0313,C8-pos,603.5346,12.26,C8-pos,575.5033,11.91
C8-pos_cmp.QI3195-----C8-pos_cmp.QI2902,Ethylation,1.2892001422e-07,28.0313,C8-pos,603.5346,12.52,C8-pos,575.5033,8.09
C8-pos_cmp.QI3195-----C8-pos_cmp.QI2903,Ethylation,1.2892001422e-07,28.0313,C8-pos,603.5346,12.52,C8-pos,575.5033,11.91
C8-pos_cmp.QI3190-----C8-pos_cmp.QI2900,Ethylation,1.2892001422e-07,28.0313,C8-pos,603.5344,12.0,C8-pos,575.5031,11.65
C8-pos_cmp.QI3191-----C8-pos_cmp.QI2900,Ethylation,1.2892001422e-07,28.0313,C8-pos,603.5344,12.15,C8-pos,575.5031,11.65
C8-pos_cmp.QI3192-----C8-pos_cmp.QI2901,Ethylation,1.2892001422e-07,28.0313,C8-pos,603.5345,8.59,C8-pos,575.5032,11.81
C8-pos_cmp.QI3314-----C8-pos_cmp.QI3000,Ethylation,1.2892001422e-07,28.0313,C8-pos,615.5797,9.43,C8-pos,587.5484,8.99
C34:0_DAG-----C32:0_DAG,Ethylation,1.2892001422e-07,28.0313,C8-pos,619.5271,9.53,C8-pos,591.4958,9.11
C8-pos_cmp.QI3220-----C8-pos_cmp.QI2915,Ethylation,1.2892001422e-07,28.0313,C8-pos,605.5502,12.42,C8-pos,577.5189,11.91
C8-pos_cmp.QI3220-----C8-pos_cmp.QI2916,Ethylation,1.2892001422e-07,28.0313,C8-pos,605.5502,12.42,C8-pos,577.5189,12.17
C8-pos_cmp.QI3221-----C8-pos_cmp.QI2915,Ethylation,1.2892001422e-07,28.0313,C8-pos,605.5502,12.52,C8-pos,577.5189,11.91
C8-pos_cmp.QI3221-----C8-pos_cmp.QI2916,Ethylation,1.2892001422e-07,28.0313,C8-pos,605.5502,12.52,C8-pos,577.5189,12.17
C8-pos_cmp.QI3168-----C8-pos_cmp.QI2875,Ethylation,1.2892001422e-07,28.0313,C8-pos,601.5191,11.56,C8-pos,573.4878,11.66
C8-pos_cmp.QI3168-----C8-pos_cmp.QI2874,Ethylation,1.2892001422e-07,28.0313,C8-pos,601.5191,11.56,C8-pos,573.4878,11.56
C8-pos_cmp.QI3487-----C8-pos_cmp.QI3208,Ethylation,1.2892001422e-07,28.0313,C8-pos,632.6339,9.8,C8-pos,604.6026,9.67
C8-pos_cmp.QI3166-----C8-pos_cmp.QI2875,Ethylation,1.2892001422e-07,28.0313,C8-pos,601.5191,12.26,C8-pos,573.4878,11.66
C8-pos_cmp.QI3166-----C8-pos_cmp.QI2874,Ethylation,1.2892001422e-07,28.0313,C8-pos,601.5191,12.26,C8-pos,573.4878,11.56
C8-pos_cmp.QI3612-----C8-pos_cmp.QI3314,Ethylation,1.2892001422e-07,28.0313,C8-pos,643.611,9.86,C8-pos,615.5797,9.43
C36:1_DAG-----C34:1_DAG,Ethylation,1.2892001422e-07,28.0313,C8-pos,645.5427,9.67,C8-pos,617.5114,9.24
C8-pos_cmp.QI3802-----C8-pos_cmp.QI3504,Ethylation,1.2892001422e-07,28.0313,C8-pos,661.538,9.77,C8-pos,633.5067,9.47
C8-pos_cmp.QI3816-----C8-pos_cmp.QI3514,Ethylation,1.2892001422e-07,28.0313,C8-pos,662.6445,9.87,C8-pos,634.6132,9.61
